Incident,Seed,id,Scenario,Incident Link,Start Time [HH:MM:SS],End Time [HH:MM:SS],Duration [HH:MM:SS],Duration [mins],IMTs,1st Truck Arrival [HH:MM:SS],1st vehicle_id,2nd Truck Arrival [HH:MM:SS],2nd vehicle_id,3rd Truck Arrival [HH:MM:SS],3rd vehicle_id,4th Truck Arrival [HH:MM:SS],4th vehicle_id
1,141,12_141,2,13499,7:45:46,9:08:56,1:23:10,83.17,2,7:50:31,SLC_510,7:57:28,SLC_505,,,,
1,141,12_141,3,13499,7:45:46,9:08:56,1:23:10,83.17,2,7:50:19,SLC_510,7:54:44,NEW_SLC_509,,,,
2,141,12_141,2,17641,7:54:48,8:37:47,0:42:59,42.98,1,8:02:46,Utah_County_516,,,,,,
2,141,12_141,3,17641,7:54:48,8:37:47,0:42:59,42.98,1,8:02:49,Utah_County_516,,,,,,
3,141,12_141,2,16652,8:44:13,9:14:42,0:30:29,30.48,2,8:55:04,Utah_County_516,9:00:55,Utah_County_524,,,,
3,141,12_141,3,16652,8:44:13,9:14:42,0:30:29,30.48,2,8:55:09,Utah_County_516,9:01:04,Utah_County_524,,,,
4,141,12_141,2,16583,8:48:41,9:22:55,0:34:14,34.23,1,9:00:32,SLC_514,,,,,,
4,141,12_141,3,16583,8:48:41,9:22:55,0:34:14,34.23,1,8:58:35,SLC_505,,,,,,
5,141,12_141,2,18523,12:23:05,13:59:00,1:35:55,95.92,1,12:30:43,Utah_County_513,,,,,,
5,141,12_141,3,18523,12:23:05,13:59:00,1:35:55,95.92,1,12:28:05,NEW_Utah_County_532,,,,,,
6,141,12_141,2,12978,16:30:46,17:29:00,0:58:14,58.23,2,16:43:48,SLC_528,16:51:09,SLC_527,,,,
6,141,12_141,3,12978,16:30:46,17:29:00,0:58:14,58.23,2,16:40:04,SLC_528,16:50:51,SLC_527,,,,
7,141,12_141,2,13461,17:32:43,18:01:01,0:28:18,28.3,1,17:49:38,Utah_County_513,,,,,,
7,141,12_141,3,13461,17:32:43,18:01:01,0:28:18,28.3,1,17:36:08,SLC_528,,,,,,
8,141,12_141,2,13640,18:01:12,18:33:18,0:32:06,32.1,3,18:10:29,SLC_520,18:20:20,SLC_528,18:20:53,SLC_527,,
8,141,12_141,3,13640,18:01:12,18:33:18,0:32:06,32.1,3,18:06:22,NEW_SLC_511,18:10:39,SLC_520,18:11:30,NEW_SLC_508,,
9,141,12_141,2,13490,18:01:14,20:52:40,2:51:26,171.43,2,18:12:36,SLC_519,18:15:36,SLC_517,,,,
9,141,12_141,3,13490,18:01:14,20:52:40,2:51:26,171.43,2,18:11:27,SLC_519,18:17:36,SLC_517,,,,
10,141,12_141,2,12982,18:04:36,18:50:37,0:46:01,46.02,1,18:13:39,Utah_County_513,,,,,,
10,141,12_141,3,12982,18:04:36,18:50:37,0:46:01,46.02,1,18:06:47,SLC_527,,,,,,
11,141,12_141,2,14513,18:41:54,21:22:55,2:41:01,161.02,3,18:48:46,SLC_520,18:48:55,SLC_528,18:49:10,SLC_527,,
11,141,12_141,3,14513,18:41:54,21:22:55,2:41:01,161.02,3,19:20:18,NEW_SLC_511,19:20:35,NEW_SLC_508,19:21:16,SLC_520,,
12,141,12_141,2,13244,19:39:49,20:38:17,0:58:28,58.47,2,19:58:23,SLC_523,20:05:02,Utah_County_513,,,,
12,141,12_141,3,13244,19:39:49,20:38:17,0:58:28,58.47,2,19:44:51,SLC_528,19:53:11,SLC_527,,,,
13,167,18_167,2,13131,6:00:35,7:48:00,1:47:25,107.42,2,6:06:23,SLC_510,6:07:22,SLC_505,,,,
13,167,18_167,3,13131,6:00:35,7:48:00,1:47:25,107.42,2,6:06:23,SLC_510,6:07:22,SLC_505,,,,
14,167,18_167,2,18779,6:59:12,8:27:03,1:27:51,87.85,2,7:02:49,Utah_County_516,7:09:36,Utah_County_524,,,,
14,167,18_167,3,18779,6:59:12,8:27:03,1:27:51,87.85,2,7:02:46,Utah_County_516,7:09:34,Utah_County_524,,,,
15,167,18_167,2,18804,8:03:57,9:00:48,0:56:51,56.85,2,8:39:24,SLC_510,8:39:45,SLC_505,,,,
15,167,18_167,3,18804,8:03:57,9:00:48,0:56:51,56.85,2,8:29:48,NEW_SLC_507,8:32:02,NEW_SLC_503,,,,
16,167,18_167,2,16613,9:03:33,9:54:06,0:50:33,50.55,1,9:25:45,SLC_514,,,,,,
16,167,18_167,3,16613,9:03:33,9:54:06,0:50:33,50.55,1,9:19:54,NEW_SLC_509,,,,,,
17,167,18_167,2,13416,9:08:23,10:21:56,1:13:33,73.55,1,9:13:57,SLC_525,,,,,,
17,167,18_167,3,13416,9:08:23,10:21:56,1:13:33,73.55,1,9:11:57,SLC_514,,,,,,
18,167,18_167,2,17632,9:14:42,9:45:51,0:31:09,31.15,1,9:24:09,SLC_505,,,,,,
18,167,18_167,3,17632,9:14:42,9:45:51,0:31:09,31.15,1,9:24:10,NEW_SLC_503,,,,,,
19,167,18_167,2,14513,12:59:15,14:29:05,1:29:50,89.83,2,13:07:39,SLC_525,13:14:24,Davis_518,,,,
19,167,18_167,3,14513,12:59:15,14:29:05,1:29:50,89.83,2,13:07:37,SLC_514,13:08:29,SLC_505,,,,
20,167,18_167,2,17496,13:28:48,14:25:19,0:56:31,56.52,2,13:31:12,SLC_514,13:33:13,SLC_505,,,,
20,167,18_167,3,17496,13:28:48,14:25:19,0:56:31,56.52,2,13:31:11,NEW_SLC_509,13:33:11,NEW_SLC_503,,,,
21,167,18_167,2,13073,14:20:42,15:35:00,1:14:18,74.3,1,14:21:24,SLC_519,,,,,,
21,167,18_167,3,13073,14:20:42,15:35:00,1:14:18,74.3,1,14:21:24,SLC_519,,,,,,
22,167,18_167,2,12956,14:24:06,15:34:50,1:10:44,70.73,2,14:29:26,SLC_527,14:30:25,SLC_528,,,,
22,167,18_167,3,12956,14:24:06,15:34:50,1:10:44,70.73,2,14:28:24,SLC_527,14:30:26,SLC_528,,,,
23,167,18_167,2,16560,15:23:34,16:30:17,1:06:43,66.72,1,15:29:31,Davis_518,,,,,,
23,167,18_167,3,16560,15:23:34,16:30:17,1:06:43,66.72,1,15:36:50,NEW_SLC_511,,,,,,
24,167,18_167,2,18234,15:42:48,16:51:40,1:08:52,68.87,1,15:45:41,Utah_County_513,,,,,,
24,167,18_167,3,18234,15:42:48,16:51:40,1:08:52,68.87,1,15:45:41,Utah_County_513,,,,,,
25,167,18_167,2,24751,16:16:14,17:08:50,0:52:36,52.6,1,16:34:01,SLC_527,,,,,,
25,167,18_167,3,24751,16:16:14,17:08:50,0:52:36,52.6,1,16:24:39,NEW_Utah_County_532,,,,,,
26,167,18_167,2,8342,16:18:37,16:57:00,0:38:23,38.38,1,16:21:29,SLC_517,,,,,,
26,167,18_167,3,8342,16:18:37,16:57:00,0:38:23,38.38,1,16:22:09,SLC_517,,,,,,
27,167,18_167,2,12931,16:25:01,16:53:53,0:28:52,28.87,2,16:33:11,SLC_520,16:33:16,SLC_519,,,,
27,167,18_167,3,12931,16:25:01,16:53:53,0:28:52,28.87,2,16:33:19,SLC_520,16:33:20,SLC_519,,,,
28,167,18_167,2,20832,16:30:19,17:25:35,0:55:16,55.27,2,16:37:09,Utah_County_502,16:44:45,Utah_County_521,,,,
28,167,18_167,3,20832,16:30:19,17:25:35,0:55:16,55.27,2,16:37:07,Utah_County_502,16:40:48,NEW_Utah_County_533,,,,
29,167,18_167,2,16652,16:48:31,17:41:01,0:52:30,52.5,1,17:17:59,SLC_528,,,,,,
29,167,18_167,3,16652,16:48:31,17:41:01,0:52:30,52.5,1,17:12:45,SLC_527,,,,,,
30,167,18_167,2,16705,17:39:33,18:44:08,1:04:35,64.58,1,17:47:18,Davis_529,,,,,,
30,167,18_167,3,16705,17:39:33,18:44:08,1:04:35,64.58,1,17:48:24,NEW_Davis_530,,,,,,
31,227,19_227,2,13125,7:27:56,8:00:00,0:32:04,32.07,1,7:32:37,SLC_510,,,,,,
31,227,19_227,3,13125,7:27:56,8:00:00,0:32:04,32.07,1,7:32:37,SLC_510,,,,,,
32,227,19_227,2,12959,7:44:55,8:52:41,1:07:46,67.77,1,8:02:59,Utah_County_516,,,,,,
32,227,19_227,3,12959,7:44:55,8:52:41,1:07:46,67.77,1,7:55:58,NEW_SLC_507,,,,,,
33,227,19_227,2,16567,9:20:28,11:07:13,1:46:45,106.75,3,9:26:13,Utah_County_516,9:36:46,SLC_505,9:38:09,SLC_514,,
33,227,19_227,3,16567,9:20:28,11:07:13,1:46:45,106.75,3,9:28:30,NEW_SLC_503,9:33:29,NEW_SLC_509,9:37:15,NEW_SLC_507,,
34,227,19_227,2,18310,9:24:37,10:17:50,0:53:13,53.22,2,9:37:30,Utah_County_524,9:57:55,SLC_510,,,,
34,227,19_227,3,18310,9:24:37,10:17:50,0:53:13,53.22,2,9:28:01,Utah_County_516,9:37:33,Utah_County_524,,,,
35,227,19_227,2,12941,9:32:06,10:46:47,1:14:41,74.68,1,9:43:18,SLC_525,,,,,,
35,227,19_227,3,12941,9:32:06,10:46:47,1:14:41,74.68,1,9:40:10,SLC_505,,,,,,
36,227,19_227,2,13244,10:50:59,11:49:42,0:58:43,58.72,1,10:57:02,SLC_525,,,,,,
36,227,19_227,3,13244,10:50:59,11:49:42,0:58:43,58.72,1,10:57:08,SLC_505,,,,,,
37,227,19_227,2,16560,12:58:48,14:07:10,1:08:22,68.37,2,13:02:23,SLC_525,13:11:41,SLC_505,,,,
37,227,19_227,3,16560,12:58:48,14:07:10,1:08:22,68.37,2,13:02:38,SLC_505,13:11:49,NEW_SLC_503,,,,
38,227,19_227,2,20454,14:37:35,18:09:52,3:32:17,212.28,3,14:43:07,Utah_County_502,14:45:08,Utah_County_521,14:58:16,Utah_County_524,,
38,227,19_227,3,20454,14:37:35,18:09:52,3:32:17,212.28,3,14:43:07,Utah_County_502,14:45:05,Utah_County_521,14:54:10,NEW_Utah_County_533,,
39,227,19_227,2,14513,15:10:17,15:43:24,0:33:07,33.12,1,15:12:44,SLC_527,,,,,,
39,227,19_227,3,14513,15:10:17,15:43:24,0:33:07,33.12,1,15:12:29,SLC_527,,,,,,
40,227,19_227,2,18249,15:25:22,16:56:49,1:31:27,91.45,1,15:30:12,Utah_County_513,,,,,,
40,227,19_227,3,18249,15:25:22,16:56:49,1:31:27,91.45,1,15:27:23,NEW_Utah_County_532,,,,,,
41,227,19_227,2,12899,15:29:51,16:43:53,1:14:02,74.03,1,15:32:56,SLC_519,,,,,,
41,227,19_227,3,12899,15:29:51,16:43:53,1:14:02,74.03,1,15:32:56,SLC_519,,,,,,
42,227,19_227,2,12907,16:15:17,16:54:39,0:39:22,39.37,1,16:20:45,SLC_523,,,,,,
42,227,19_227,3,12907,16:15:17,16:54:39,0:39:22,39.37,1,16:21:30,NEW_SLC_508,,,,,,
43,227,19_227,2,19698,17:01:02,17:56:00,0:54:58,54.97,1,17:15:43,Utah_County_513,,,,,,
43,227,19_227,3,19698,17:01:02,17:56:00,0:54:58,54.97,1,17:13:57,Utah_County_513,,,,,,
44,227,19_227,2,13464,17:08:22,18:14:28,1:06:06,66.1,1,17:44:28,SLC_527,,,,,,
44,227,19_227,3,13464,17:08:22,18:14:28,1:06:06,66.1,1,17:17:16,NEW_Utah_County_532,,,,,,
45,227,19_227,2,13018,17:27:04,18:37:49,1:10:45,70.75,2,17:36:32,SLC_519,17:36:41,SLC_517,,,,
45,227,19_227,3,13018,17:27:04,18:37:49,1:10:45,70.75,2,17:36:32,SLC_519,17:36:56,SLC_517,,,,
46,227,19_227,2,12932,17:52:04,19:04:00,1:11:56,71.93,1,17:55:47,SLC_523,,,,,,
46,227,19_227,3,12932,17:52:04,19:04:00,1:11:56,71.93,1,17:55:46,NEW_SLC_508,,,,,,
47,227,19_227,2,18234,17:58:06,19:19:16,1:21:10,81.17,1,18:23:35,SLC_528,,,,,,
47,227,19_227,3,18234,17:58:06,19:19:16,1:21:10,81.17,1,19:09:20,SLC_527,,,,,,
48,227,19_227,2,13640,18:17:47,19:45:27,1:27:40,87.67,2,18:25:18,SLC_520,18:39:32,Davis_529,,,,
48,227,19_227,3,13640,18:17:47,19:45:27,1:27:40,87.67,2,18:22:36,NEW_SLC_511,18:27:18,SLC_520,,,,
49,227,19_227,2,24911,19:01:30,19:42:03,0:40:33,40.55,2,19:19:13,SLC_527,21:20:06,SLC_517,,,,
49,227,19_227,3,24911,19:01:30,19:42:03,0:40:33,40.55,2,19:14:32,NEW_Utah_County_532,19:19:21,SLC_528,,,,
50,340,12_340,2,24911,7:54:37,9:31:00,1:36:23,96.38,3,8:13:37,SLC_510,8:15:32,SLC_505,8:16:16,Utah_County_516,,
50,340,12_340,3,24911,7:54:37,9:31:00,1:36:23,96.38,3,8:05:45,NEW_SLC_507,8:07:20,NEW_SLC_503,8:12:29,NEW_SLC_509,,
51,340,12_340,2,13508,8:24:28,9:16:58,0:52:30,52.5,1,8:37:51,SLC_514,,,,,,
51,340,12_340,3,13508,8:24:28,9:16:58,0:52:30,52.5,1,8:33:59,SLC_510,,,,,,
52,340,12_340,2,13440,8:49:05,9:27:52,0:38:47,38.78,1,9:10:43,SLC_525,,,,,,
52,340,12_340,3,13440,8:49:05,9:27:52,0:38:47,38.78,1,9:06:41,SLC_505,,,,,,
53,340,12_340,2,16567,10:50:49,11:58:21,1:07:32,67.53,1,11:01:32,SLC_514,,,,,,
53,340,12_340,3,16567,10:50:49,11:58:21,1:07:32,67.53,1,11:01:28,SLC_510,,,,,,
54,340,12_340,2,13467,14:33:01,16:07:02,1:34:01,94.02,2,14:41:45,SLC_528,14:43:52,SLC_527,,,,
54,340,12_340,3,13467,14:33:01,16:07:02,1:34:01,94.02,2,14:41:28,SLC_528,14:42:35,SLC_527,,,,
55,340,12_340,2,13425,15:07:43,16:37:56,1:30:13,90.22,1,15:12:17,SLC_523,,,,,,
55,340,12_340,3,13425,15:07:43,16:37:56,1:30:13,90.22,1,15:12:17,SLC_523,,,,,,
56,340,12_340,2,13208,15:18:06,17:17:25,1:59:19,119.32,1,15:24:20,SLC_519,,,,,,
56,340,12_340,3,13208,15:18:06,17:17:25,1:59:19,119.32,1,15:24:14,SLC_519,,,,,,
57,340,12_340,2,12899,15:41:53,17:35:18,1:53:25,113.42,1,15:53:27,SLC_517,,,,,,
57,340,12_340,3,12899,15:41:53,17:35:18,1:53:25,113.42,1,15:50:03,NEW_SLC_508,,,,,,
58,340,12_340,2,12931,16:31:08,16:47:45,0:16:37,16.62,2,16:39:31,SLC_520,16:44:48,Davis_518,,,,
58,340,12_340,3,12931,16:31:08,16:47:45,0:16:37,16.62,2,16:37:41,NEW_SLC_511,16:39:16,SLC_520,,,,
59,340,12_340,2,13018,17:27:04,18:37:49,1:10:45,70.75,2,17:39:51,SLC_520,17:40:02,Davis_518,,,,
59,340,12_340,3,13018,17:27:04,18:37:49,1:10:45,70.75,2,17:36:46,SLC_517,17:37:02,NEW_SLC_504,,,,
60,340,12_340,2,13490,18:01:14,20:52:40,2:51:26,171.43,2,18:10:04,SLC_523,18:11:39,SLC_517,,,,
60,340,12_340,3,13490,18:01:14,20:52:40,2:51:26,171.43,2,18:10:14,SLC_523,18:10:47,SLC_520,,,,
61,340,12_340,2,13504,18:28:15,18:59:34,0:31:19,31.32,2,18:39:12,SLC_519,18:56:59,SLC_527,,,,
61,340,12_340,3,13504,18:28:15,18:59:34,0:31:19,31.32,2,18:35:40,NEW_SLC_511,18:39:20,SLC_519,,,,
62,398,7_398,2,13187,7:21:49,8:13:03,0:51:14,51.23,1,7:27:31,SLC_510,,,,,,
62,398,7_398,3,13187,7:21:49,8:13:03,0:51:14,51.23,1,7:27:31,SLC_510,,,,,,
63,398,7_398,2,14513,7:55:56,8:38:42,0:42:46,42.77,1,8:06:55,SLC_505,,,,,,
63,398,7_398,3,14513,7:55:56,8:38:42,0:42:46,42.77,1,7:58:39,NEW_SLC_503,,,,,,
64,398,7_398,2,13486,10:10:38,10:59:54,0:49:16,49.27,1,10:19:54,SLC_510,,,,,,
64,398,7_398,3,13486,10:10:38,10:59:54,0:49:16,49.27,1,10:19:50,SLC_510,,,,,,
65,398,7_398,2,16643,10:54:18,13:58:31,3:04:13,184.22,4,11:01:16,Utah_County_513,11:02:27,Utah_County_516,11:11:55,Utah_County_524,11:13:28,Utah_County_502
65,398,7_398,3,16643,10:54:18,13:58:31,3:04:13,184.22,4,10:58:43,NEW_Utah_County_532,11:01:11,Utah_County_513,11:02:30,Utah_County_516,11:05:16,NEW_Utah_County_533
66,398,7_398,2,12989,11:42:54,12:39:25,0:56:31,56.52,2,11:45:29,SLC_505,11:56:07,SLC_510,,,,
66,398,7_398,3,12989,11:42:54,12:39:25,0:56:31,56.52,2,11:45:34,NEW_SLC_503,11:47:34,NEW_SLC_507,,,,
67,398,7_398,2,12984,14:47:42,18:04:00,3:16:18,196.3,3,15:04:06,Utah_County_513,15:04:17,Utah_County_502,15:05:37,SLC_528,,
67,398,7_398,3,12984,14:47:42,18:04:00,3:16:18,196.3,3,15:03:50,SLC_528,15:04:06,Utah_County_513,15:04:13,Utah_County_516,,
68,398,7_398,2,13504,18:28:15,18:59:34,0:31:19,31.32,2,18:38:16,SLC_527,18:39:09,SLC_520,,,,
68,398,7_398,3,13504,18:28:15,18:59:34,0:31:19,31.32,2,18:31:28,NEW_SLC_511,18:39:02,SLC_520,,,,
69,418,11_418,2,17898,7:00:40,8:35:00,1:34:20,94.33,1,7:10:15,Utah_County_516,,,,,,
69,418,11_418,3,17898,7:00:40,8:35:00,1:34:20,94.33,1,7:10:09,Utah_County_516,,,,,,
70,418,11_418,2,16507,9:21:59,10:10:01,0:48:02,48.03,2,9:30:44,SLC_505,9:31:24,SLC_510,,,,
70,418,11_418,3,16507,9:21:59,10:10:01,0:48:02,48.03,2,9:22:49,NEW_SLC_503,9:30:48,SLC_505,,,,
71,418,11_418,2,13392,9:23:41,10:37:08,1:13:27,73.45,1,9:28:05,SLC_514,,,,,,
71,418,11_418,3,13392,9:23:41,10:37:08,1:13:27,73.45,1,9:28:06,SLC_514,,,,,,
72,418,11_418,2,16613,9:48:18,10:24:31,0:36:13,36.22,1,10:00:32,Utah_County_513,,,,,,
72,418,11_418,3,16613,9:48:18,10:24:31,0:36:13,36.22,1,9:57:58,NEW_SLC_507,,,,,,
73,418,11_418,2,16567,10:10:40,11:21:14,1:10:34,70.57,1,10:18:12,SLC_505,,,,,,
73,418,11_418,3,16567,10:10:40,11:21:14,1:10:34,70.57,1,10:18:15,SLC_505,,,,,,
74,418,11_418,2,13055,10:27:40,11:09:14,0:41:34,41.57,1,10:31:28,SLC_525,,,,,,
74,418,11_418,3,13055,10:27:40,11:09:14,0:41:34,41.57,1,10:32:57,SLC_525,,,,,,
75,418,11_418,2,17458,13:13:09,14:05:00,0:51:51,51.85,1,13:24:54,SLC_510,,,,,,
75,418,11_418,3,17458,13:13:09,14:05:00,0:51:51,51.85,1,13:24:32,NEW_SLC_503,,,,,,
76,418,11_418,2,12956,14:24:06,15:34:50,1:10:44,70.73,2,14:26:59,SLC_527,14:30:36,SLC_528,,,,
76,418,11_418,3,12956,14:24:06,15:34:50,1:10:44,70.73,2,14:27:48,SLC_527,14:31:02,SLC_528,,,,
77,418,11_418,2,13413,16:27:17,17:22:20,0:55:03,55.05,1,16:30:08,SLC_523,,,,,,
77,418,11_418,3,13413,16:27:17,17:22:20,0:55:03,55.05,1,16:30:08,SLC_523,,,,,,
78,418,11_418,2,13208,17:28:58,18:14:00,0:45:02,45.03,1,17:35:30,SLC_519,,,,,,
78,418,11_418,3,13208,17:28:58,18:14:00,0:45:02,45.03,1,17:35:25,SLC_519,,,,,,
79,418,11_418,2,16603,18:11:38,19:10:14,0:58:36,58.6,2,18:16:24,SLC_517,18:16:38,SLC_523,,,,
79,418,11_418,3,16603,18:11:38,19:10:14,0:58:36,58.6,2,18:13:30,NEW_SLC_504,18:16:39,SLC_517,,,,
80,472,12_472,2,13125,7:27:56,8:00:00,0:32:04,32.07,1,7:32:37,SLC_510,,,,,,
80,472,12_472,3,13125,7:27:56,8:00:00,0:32:04,32.07,1,7:32:37,SLC_510,,,,,,
81,472,12_472,2,17632,7:28:57,8:29:16,1:00:19,60.32,2,7:46:43,Utah_County_516,7:56:11,Utah_County_524,,,,
81,472,12_472,3,17632,7:28:57,8:29:16,1:00:19,60.32,2,7:41:08,Utah_County_516,7:47:57,NEW_SLC_507,,,,
82,472,12_472,2,13246,7:43:31,8:41:51,0:58:20,58.33,3,8:03:28,SLC_505,8:05:00,SLC_514,8:09:00,SLC_525,,
82,472,12_472,3,13246,7:43:31,8:41:51,0:58:20,58.33,3,7:53:31,NEW_SLC_503,8:00:27,NEW_SLC_509,8:05:30,SLC_505,,
83,472,12_472,2,13499,7:45:46,9:08:56,1:23:10,83.17,2,8:04:36,Davis_512,8:17:00,Davis_506,,,,
83,472,12_472,3,13499,7:45:46,9:08:56,1:23:10,83.17,2,7:58:51,SLC_525,7:59:28,SLC_514,,,,
84,472,12_472,2,16583,7:49:24,8:19:40,0:30:16,30.27,2,8:12:34,SLC_510,9:21:15,SLC_505,,,,
84,472,12_472,3,16583,7:49:24,8:19:40,0:30:16,30.27,2,8:09:01,Davis_512,8:21:18,Davis_506,,,,
85,472,12_472,2,12956,8:10:02,9:47:40,1:37:38,97.63,3,8:37:52,SLC_510,8:57:40,SLC_514,9:35:50,SLC_505,,
85,472,12_472,3,12956,8:10:02,9:47:40,1:37:38,97.63,3,8:22:45,SLC_510,8:56:04,Utah_County_524,8:58:18,SLC_505,,
86,472,12_472,2,12982,8:40:38,9:38:22,0:57:44,57.73,2,8:47:49,Utah_County_516,8:48:08,Utah_County_524,,,,
86,472,12_472,3,12982,8:40:38,9:38:22,0:57:44,57.73,2,8:49:33,NEW_SLC_507,8:49:52,Utah_County_516,,,,
87,472,12_472,2,16652,8:44:13,9:14:42,0:30:29,30.48,2,10:10:08,SLC_510,10:32:23,SLC_505,,,,
87,472,12_472,3,16652,8:44:13,9:14:42,0:30:29,30.48,2,9:19:32,Davis_512,9:19:51,Davis_506,,,,
88,472,12_472,2,18310,9:24:37,10:17:50,0:53:13,53.22,2,9:46:26,SLC_525,9:50:11,Davis_506,,,,
88,472,12_472,3,18310,9:24:37,10:17:50,0:53:13,53.22,2,9:38:47,Davis_512,9:39:01,Davis_506,,,,
89,472,12_472,2,13244,9:24:48,10:08:16,0:43:28,43.47,1,9:32:39,Davis_512,,,,,,
89,472,12_472,3,13244,9:24:48,10:08:16,0:43:28,43.47,1,9:28:30,NEW_SLC_503,,,,,,
90,472,12_472,2,13194,11:43:13,12:08:00,0:24:47,24.78,1,11:55:01,SLC_514,,,,,,
90,472,12_472,3,13194,11:43:13,12:08:00,0:24:47,24.78,1,11:49:16,SLC_514,,,,,,
91,472,12_472,2,13416,13:54:11,14:43:01,0:48:50,48.83,1,14:00:56,Davis_518,,,,,,
91,472,12_472,3,13416,13:54:11,14:43:01,0:48:50,48.83,1,14:01:18,Davis_518,,,,,,
92,472,12_472,2,13467,14:33:01,16:07:02,1:34:01,94.02,2,14:33:30,Utah_County_516,14:33:31,Utah_County_524,,,,
92,472,12_472,3,13467,14:33:01,16:07:02,1:34:01,94.02,2,14:33:30,Utah_County_516,14:39:59,Utah_County_524,,,,
93,472,12_472,2,14513,15:10:17,15:43:24,0:33:07,33.12,1,15:12:49,SLC_527,,,,,,
